title,singers,directors,lyricist,genre,album,download_link,poster,year
Main Dhoondhne Ko Zamaane Mein (Remix),['Arijit Singh'],['Gaurav Dagaonkar'],['Arafat Mahmood'],"['Filmi', ' Pop']",Heartless,,https://is2-ssl.mzstatic.com/image/thumb/Music124/v4/11/c4/70/11c470e6-c3a8-7fea-aec6-37885f385375/source/200x200.jpg,2014
Rabba,['Mohit Chauhan'],['Sajid - Wajid'],['Kausar Munir'],"['Sugam', ' Pop']",Heropanti,https://www.youtube.com/watch?v=o4mHtJLgMLs,https://is5-ssl.mzstatic.com/image/thumb/Music124/v4/28/38/96/28389682-37fa-f490-6d21-380ab2a35304/source/200x200.jpg,2014
Raat Bhar,"['Arijit Singh', ' Shreya Ghoshal']",['Sajid - Wajid'],['Kausar Munir'],"['Pop', ' Filmi']",Heropanti,https://www.youtube.com/watch?v=4KFVySixs_E,https://is5-ssl.mzstatic.com/image/thumb/Music124/v4/28/38/96/28389682-37fa-f490-6d21-380ab2a35304/source/200x200.jpg,2014
Tabah,['Mohit Chauhan'],['Sajid - Wajid'],['Kausar Munir'],"['Pop', ' Rock']",Heropanti,https://www.youtube.com/watch?v=lIpxgpV3PoY,https://is5-ssl.mzstatic.com/image/thumb/Music124/v4/28/38/96/28389682-37fa-f490-6d21-380ab2a35304/source/200x200.jpg,2014
The Pappi Song,"['Manjeet Ral', ' Raftaar']",['Manjeet Ral'],['Raftaar'],"['Filmi', ' Electronic', ' Hip-hop']",Heropanti,,https://is5-ssl.mzstatic.com/image/thumb/Music124/v4/28/38/96/28389682-37fa-f490-6d21-380ab2a35304/source/200x200.jpg,2014
Tere Binaa,['Mustafa Zahid'],"['Mustafa Zahid', ' Bilal Saeed']","['Mustafa Zahid', ' Bilal Saeed']",['Pop'],Heropanti,https://www.youtube.com/watch?v=ZOB2sfPj8ps,https://is5-ssl.mzstatic.com/image/thumb/Music124/v4/28/38/96/28389682-37fa-f490-6d21-380ab2a35304/source/200x200.jpg,2014
Tabah (Remix),['Mohit Chauhan'],['Sajid - Wajid'],['Kausar Munir'],"['Pop', ' Rock']",Heropanti,https://www.youtube.com/watch?v=zvtVZOSPNNU,https://is5-ssl.mzstatic.com/image/thumb/Music124/v4/28/38/96/28389682-37fa-f490-6d21-380ab2a35304/source/200x200.jpg,2014
Whistle Baja,"['Manjeet Ral', ' Nindy Kaur', ' Raftaar']","['Manjeet Ral', ' Laxmikant - Pyarelal']",['Raftaar'],"['Filmi', ' Hip-hop', ' Pop']",Heropanti,https://www.youtube.com/watch?v=zQcDB1iCpWw,https://is5-ssl.mzstatic.com/image/thumb/Music124/v4/28/38/96/28389682-37fa-f490-6d21-380ab2a35304/source/200x200.jpg,2014
Whistle Baja (Remix),"['Manjeet Ral', ' Nindy Kaur', ' Raftaar']","['Manjeet Ral', ' Laxmikant - Pyarelal']",['Raftaar'],"['Filmi', ' Hip-hop', ' Pop']",Heropanti,https://www.youtube.com/watch?v=_AuLRXdDo4U,https://is5-ssl.mzstatic.com/image/thumb/Music124/v4/28/38/96/28389682-37fa-f490-6d21-380ab2a35304/source/200x200.jpg,2014
Patakha Guddi (Female Version),['Nooran Sisters'],['A.R. Rahman'],['Irshad Kamil'],"['Filmi', ' Sufi/Qawwali']",Highway,,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/08/13/97/08139712-29eb-03c6-1bd4-85acd3707401/source/200x200.jpg,2014
Maahi Ve,['A.R. Rahman'],['A.R. Rahman'],['Irshad Kamil'],"['Filmi', ' Pop']",Highway,https://www.youtube.com/watch?v=s8aAlUynpEY,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/08/13/97/08139712-29eb-03c6-1bd4-85acd3707401/source/200x200.jpg,2014
Kahaan Hoon Main,['Jonita Gandhi'],['A.R. Rahman'],['Irshad Kamil'],['Pop'],Highway,https://www.youtube.com/watch?v=iAxCcecVaig,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/08/13/97/08139712-29eb-03c6-1bd4-85acd3707401/source/200x200.jpg,2014
Wanna Mash Up,"[""Kash N' Krissy"", ' Suvi Suresh']",['A.R. Rahman'],"[""Kash N' Krissy""]","['Electronic', ' Pop', ' Hip-hop']",Highway,,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/08/13/97/08139712-29eb-03c6-1bd4-85acd3707401/source/200x200.jpg,2014
Sooha Saaha,"['Zebunnissa Bangash', ' Alia Bhatt']",['A.R. Rahman'],['Irshad Kamil'],"['Sugam', ' Hindi Folk', ' Filmi']",Highway,https://www.youtube.com/watch?v=nzUmTp6apx8,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/08/13/97/08139712-29eb-03c6-1bd4-85acd3707401/source/200x200.jpg,2014
Patakha Guddi (Male Version),['A.R. Rahman'],['A.R. Rahman'],['Irshad Kamil'],"['Sufi/Qawwali', ' Rock', ' Filmi']",Highway,https://www.youtube.com/watch?v=8HDTS80dlr4,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/08/13/97/08139712-29eb-03c6-1bd4-85acd3707401/source/200x200.jpg,2014
Implosive Silence,['Jonita Gandhi'],['A.R. Rahman'],['Irshad Kamil'],"['Pop', ' New Age']",Highway,,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/08/13/97/08139712-29eb-03c6-1bd4-85acd3707401/source/200x200.jpg,2014
Tu Kuja,['Sunidhi Chauhan'],['A.R. Rahman'],['Irshad Kamil'],"['Filmi', ' Bhajan']",Highway,https://www.youtube.com/watch?v=_7oqN2WeRNM,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/08/13/97/08139712-29eb-03c6-1bd4-85acd3707401/source/200x200.jpg,2014
Heera,['Shweta Pandit'],['A.R. Rahman'],['Sant Kabir Das'],"['Filmi', ' Sugam']",Highway,https://www.youtube.com/watch?v=xvuMpTTiXaU,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/08/13/97/08139712-29eb-03c6-1bd4-85acd3707401/source/200x200.jpg,2014
Aaj Dil Shaayraana Lagta Hai,['Arijit Singh'],['Pritam'],['Irshad Kamil'],['Filmi'],Holiday: A Soldier Is Never Off Duty,https://www.youtube.com/watch?v=6HUYAfCB728,https://is4-ssl.mzstatic.com/image/thumb/Music124/v4/13/7f/62/137f62e1-f390-2a9d-df18-d5c1afed0793/source/200x200.jpg,2014
Tu Hi Toh Hai,['Kunal Ganjawala'],['Pritam'],['Irshad Kamil'],"['Filmi', ' Pop']",Holiday: A Soldier Is Never Off Duty,https://www.youtube.com/watch?v=1JLWzJxG2Ac,https://is4-ssl.mzstatic.com/image/thumb/Music124/v4/13/7f/62/137f62e1-f390-2a9d-df18-d5c1afed0793/source/200x200.jpg,2014
Naina Ashq Na Ho,['Arijit Singh'],['Pritam'],['Irshad Kamil'],"['Filmi', ' Sugam']",Holiday: A Soldier Is Never Off Duty,https://www.youtube.com/watch?v=hWJxJhsVWio,https://is4-ssl.mzstatic.com/image/thumb/Music124/v4/13/7f/62/137f62e1-f390-2a9d-df18-d5c1afed0793/source/200x200.jpg,2014
Blame The Night,"['Arijit Singh', ' Aditi Singh Sharma', ' Piyush Kapoor']",['Pritam'],['Irshad Kamil'],"['Pop', ' Electronic']",Holiday: A Soldier Is Never Off Duty,https://www.youtube.com/watch?v=E45hHSWOtqk,https://is4-ssl.mzstatic.com/image/thumb/Music124/v4/13/7f/62/137f62e1-f390-2a9d-df18-d5c1afed0793/source/200x200.jpg,2014
Palang Tod,"['Mika Singh', ' Ritu Pathak']",['Kaushik Dutta'],['Sukumar Dutta'],"['Filmi', ' Pop']",Holiday: A Soldier Is Never Off Duty,https://www.youtube.com/watch?v=I4aqXE37Mh0,https://is4-ssl.mzstatic.com/image/thumb/Music124/v4/13/7f/62/137f62e1-f390-2a9d-df18-d5c1afed0793/source/200x200.jpg,2014
Tu Hi Toh Hai (Promo Version),['Benny Dayal'],['Pritam'],['Irshad Kamil'],"['Filmi', ' Pop']",Holiday: A Soldier Is Never Off Duty,https://www.youtube.com/watch?v=VR6ve6am6OU,https://is4-ssl.mzstatic.com/image/thumb/Music124/v4/13/7f/62/137f62e1-f390-2a9d-df18-d5c1afed0793/source/200x200.jpg,2014
Palang Tod Naina - Version 2,"['Mika Singh', ' Ritu Pathak']",['Kaushik Dutta'],['Sukumar Dutta'],"['Filmi', ' Pop']",Holiday: A Soldier Is Never Off Duty,https://www.youtube.com/watch?v=GFxDamvov6g,https://is4-ssl.mzstatic.com/image/thumb/Music124/v4/13/7f/62/137f62e1-f390-2a9d-df18-d5c1afed0793/source/200x200.jpg,2014
Holiday Mash Up,"['Arijit Singh', ' Kunal Ganjawala', ' Aditi Singh Sharma', ' Piyush Kapoor', ' Mika Singh', ' Ritu Pathak', ' Benny Dayal']","['Kaushik Dutta', ' Pritam']","['Sukumar Dutta', ' Irshad Kamil']","['Filmi', ' Electronic', ' Pop']",Holiday: A Soldier Is Never Off Duty,,https://is4-ssl.mzstatic.com/image/thumb/Music124/v4/13/7f/62/137f62e1-f390-2a9d-df18-d5c1afed0793/source/200x200.jpg,2014
Dil Taasha Taasha - I,['Mika Singh'],['Nikhil Kamat'],['Vimal Kashyap'],"['Filmi', ' Bhangra']",Hum Baja Bajaa Denge,https://www.youtube.com/watch?v=6p544-YxOXY,https://is1-ssl.mzstatic.com/image/thumb/Music1/v4/be/1c/0c/be1c0c9b-b4d5-f9ef-1a74-9c3f2114f26c/8903284978398_cover.jpg/200x200.jpg,2014
Koi Karke Bahana,"['Asha Bhosle', ' Preety Bhalla']",['Nikhil Kamat'],['Vimal Kashyap'],['Filmi'],Hum Baja Bajaa Denge,https://www.youtube.com/watch?v=a86v8w_NJ1k,https://is1-ssl.mzstatic.com/image/thumb/Music1/v4/be/1c/0c/be1c0c9b-b4d5-f9ef-1a74-9c3f2114f26c/8903284978398_cover.jpg/200x200.jpg,2014
Zindagi Har Lamha,"['Pankaj Udhas', ' Anup Jalota']",['Nikhil Kamat'],['Vimal Kashyap'],['Filmi'],Hum Baja Bajaa Denge,https://www.youtube.com/watch?v=UJH6CrfSb1Y,https://is1-ssl.mzstatic.com/image/thumb/Music1/v4/be/1c/0c/be1c0c9b-b4d5-f9ef-1a74-9c3f2114f26c/8903284978398_cover.jpg/200x200.jpg,2014
Hai Tilismi,['Anee Chatterjee'],['Nikhil Kamat'],['Vimal Kashyap'],['Filmi'],Hum Baja Bajaa Denge,https://www.youtube.com/watch?v=tsXX0P6odOY,https://is1-ssl.mzstatic.com/image/thumb/Music1/v4/be/1c/0c/be1c0c9b-b4d5-f9ef-1a74-9c3f2114f26c/8903284978398_cover.jpg/200x200.jpg,2014
Har Ghadi,"['Asha Bhosle', ' Shaan']",['Nikhil Kamat'],['Vimal Kashyap'],['Filmi'],Hum Baja Bajaa Denge,https://www.youtube.com/watch?v=p_665xz0WfQ,https://is1-ssl.mzstatic.com/image/thumb/Music1/v4/be/1c/0c/be1c0c9b-b4d5-f9ef-1a74-9c3f2114f26c/8903284978398_cover.jpg/200x200.jpg,2014
Neendon Main Sapne - Duet,"['Tori Dattaroy', ' Budhaditya Mukherjee']",['Nikhil Kamat'],['Vimal Kashyap'],['Filmi'],Hum Baja Bajaa Denge,https://www.youtube.com/watch?v=hVwurxwHbak,https://is1-ssl.mzstatic.com/image/thumb/Music1/v4/be/1c/0c/be1c0c9b-b4d5-f9ef-1a74-9c3f2114f26c/8903284978398_cover.jpg/200x200.jpg,2014
Dil Taasha Taasha - II,"['Mika Singh', ' Farhad Bhiwandiwala', ' Bhupendra Singh - II', ' Raman Kapoor']",['Nikhil Kamat'],['Vimal Kashyap'],"['Filmi', ' Bhangra']",Hum Baja Bajaa Denge,,https://is1-ssl.mzstatic.com/image/thumb/Music1/v4/be/1c/0c/be1c0c9b-b4d5-f9ef-1a74-9c3f2114f26c/8903284978398_cover.jpg/200x200.jpg,2014
Neendon Main Sapne,['Tori Dattaroy'],['Nikhil Kamat'],['Vimal Kashyap'],['Filmi'],Hum Baja Bajaa Denge,,https://is1-ssl.mzstatic.com/image/thumb/Music1/v4/be/1c/0c/be1c0c9b-b4d5-f9ef-1a74-9c3f2114f26c/8903284978398_cover.jpg/200x200.jpg,2014
Hai Tilismi - Remix,['Anee Chatterjee'],['Nikhil Kamat'],['Vimal Kashyap'],['Filmi'],Hum Baja Bajaa Denge,,https://is1-ssl.mzstatic.com/image/thumb/Music1/v4/be/1c/0c/be1c0c9b-b4d5-f9ef-1a74-9c3f2114f26c/8903284978398_cover.jpg/200x200.jpg,2014
Kisi Raah Bhi (Tumse Hi),['Bhupendra Singh - II'],['Nikhil Kamat'],['Vimal Kashyap'],['Filmi'],Hum Baja Bajaa Denge,,https://is1-ssl.mzstatic.com/image/thumb/Music1/v4/be/1c/0c/be1c0c9b-b4d5-f9ef-1a74-9c3f2114f26c/8903284978398_cover.jpg/200x200.jpg,2014
Khurafati Khurafati Hum Hain Khurafati Khurafati,"['Vishal Mishra', ' Amitabh Narayn', ' Yashita', ' Jayshankar']",['Kashi - Richard'],['Shweta Raaj'],['Filmi'],Hum Hai Teen Khurafaati,https://www.youtube.com/watch?v=TFSoB_gnQx0,https://is3-ssl.mzstatic.com/image/thumb/Music114/v4/00/23/8e/00238e9c-2d80-2579-08b9-26fbac506623/source/200x200.jpg,2014
Dil Jugaadu,['Arijit Singh'],['Kashi - Richard'],['Shweta Raaj'],['Filmi'],Hum Hai Teen Khurafaati,https://www.youtube.com/watch?v=ulKeMgKZQX8,https://is3-ssl.mzstatic.com/image/thumb/Music114/v4/00/23/8e/00238e9c-2d80-2579-08b9-26fbac506623/source/200x200.jpg,2014
Chupke Se,['Aishwarya Nigam'],['Kashi - Richard'],['Satyaprakash'],"['Filmi', ' Pop']",Hum Hai Teen Khurafaati,https://www.youtube.com/watch?v=1Sd52sCe27E,https://is3-ssl.mzstatic.com/image/thumb/Music114/v4/00/23/8e/00238e9c-2d80-2579-08b9-26fbac506623/source/200x200.jpg,2014
Mohalle Mein Hookah,"['Sunidhi Chauhan', ' Amitabh Narayan']",['Kashi - Richard'],['Deepak Noor'],['Filmi'],Hum Hai Teen Khurafaati,https://www.youtube.com/watch?v=XmHnnM9Awkc,https://is3-ssl.mzstatic.com/image/thumb/Music114/v4/00/23/8e/00238e9c-2d80-2579-08b9-26fbac506623/source/200x200.jpg,2014
Rooh Se Rooh Ka Milan,"['Vishal Mishra', ' Yashita Yashpal']",['Kashi - Richard'],['Deepak Noor'],[''],Hum Hai Teen Khurafaati,https://www.youtube.com/watch?v=xhIGvlXLYnI,https://is3-ssl.mzstatic.com/image/thumb/Music114/v4/00/23/8e/00238e9c-2d80-2579-08b9-26fbac506623/source/200x200.jpg,2014
Rooh Se Rooh Ka Milan,"['Mamta Sharma', ' Sahil Solanki']",['Kashi - Richard'],['Deepak Noor'],[''],Hum Hai Teen Khurafaati,https://www.youtube.com/watch?v=2d40UyCb6gI,https://is3-ssl.mzstatic.com/image/thumb/Music114/v4/00/23/8e/00238e9c-2d80-2579-08b9-26fbac506623/source/200x200.jpg,2014
Chupke Se,['Shreya Ghoshal'],['Kashi - Richard'],['Satyaprakash'],"['Filmi', ' Pop']",Hum Hai Teen Khurafaati,https://www.youtube.com/watch?v=-rl9Ui_qg-U,https://is3-ssl.mzstatic.com/image/thumb/Music114/v4/00/23/8e/00238e9c-2d80-2579-08b9-26fbac506623/source/200x200.jpg,2014
Mashup,['Various artists'],['Kashi - Richard'],"['Shweta Raaj', ' Satyaprakash', ' Deepak Noor']",['Filmi'],Hum Hai Teen Khurafaati,https://www.youtube.com/watch?v=DG2ITpCFKXs,https://is3-ssl.mzstatic.com/image/thumb/Music114/v4/00/23/8e/00238e9c-2d80-2579-08b9-26fbac506623/source/200x200.jpg,2014
Hum Hi Hamare Vaali Hain,['Jaspinder Narula'],['Swaradheesh Bharath Balvalli'],['Veer Savarkar'],['Filmi'],Hum Hi Hamare Vaali Hain,https://www.youtube.com/watch?v=QrwEXJJmJKk,,2014
Yahin Paaoge,['Suresh Wadkar'],['Swaradheesh Bharath Balvalli'],['Veer Savarkar'],"['Ghazal', ' Sugam']",Hum Hi Hamare Vaali Hain,,,2014
"Atmbal - Anadi Main, Anant Main",['Rahul Deshpande'],['Swaradheesh Bharath Balvalli'],['Veer Savarkar'],"['Filmi', ' Sugam']",Hum Hi Hamare Vaali Hain,,,2014
Hindu Ekta Geet,['Swaradheesh Bharath Balvalli'],['Swaradheesh Bharath Balvalli'],['Veer Savarkar'],['Filmi'],Hum Hi Hamare Vaali Hain,,,2014
Swatantrata Ka Stotr - Jayostute,['Shankar Mahadevan'],['Swaradheesh Bharath Balvalli'],['Veer Savarkar'],"['Filmi', ' Sugam']",Hum Hi Hamare Vaali Hain,,,2014
Khushi Ke Daur,"['Javed Ali', ' Vaishali Samant']",['Swaradheesh Bharath Balvalli'],['Veer Savarkar'],"['Filmi', ' Ghazal']",Hum Hi Hamare Vaali Hain,https://www.youtube.com/watch?v=ZiZ-x5hQjzU,,2014
Haa Bhagat Singh Hai Haa,['Swapnil Bandodkar'],['Swaradheesh Bharath Balvalli'],['Veer Savarkar'],"['Filmi', ' Marching Band']",Hum Hi Hamare Vaali Hain,,,2014
Swadesh Hindustan Hamara,['Suresh Wadkar'],['Swaradheesh Bharath Balvalli'],['Veer Savarkar'],"['Filmi', ' Sugam']",Hum Hi Hamare Vaali Hain,,,2014
Shastra Geet,['Shaan'],['Swaradheesh Bharath Balvalli'],['Veer Savarkar'],['Filmi'],Hum Hi Hamare Vaali Hain,,,2014
Bhu Mata Se,['Sadhna Sargam'],['Swaradheesh Bharath Balvalli'],['Veer Savarkar'],"['Filmi', ' Sugam']",Hum Hi Hamare Vaali Hain,,,2014
Hum Loag,['Shankar Tucker'],['Shankar Tucker'],['Mugdha Hasabnis'],['Pop'],Hum Loag,https://www.youtube.com/watch?v=Tx_4JW_xTko,,2014
Ye Aasmaan,['Shreya Ghoshal'],['Deepak Pandit'],['Manoj Muntashir'],['Ghazal'],Humnasheen,,,2014
Naam Likh Kar,['Shreya Ghoshal'],['Deepak Pandit'],['Vaibhav Modi'],['Ghazal'],Humnasheen,https://www.youtube.com/watch?v=OHjN1qmThTE,,2014
Yeh Dil Jo Pyar Ka,['Shreya Ghoshal'],['Deepak Pandit'],['Manoj Muntashir'],['Ghazal'],Humnasheen,https://www.youtube.com/watch?v=F3Y-lf7TSlg,,2014
Raaton Ko,['Shreya Ghoshal'],['Deepak Pandit'],['Ahmad Anees'],['Ghazal'],Humnasheen,,,2014
Maahi Rokna Aaj - Geet,['Shreya Ghoshal'],['Deepak Pandit'],['Manoj Muntashir'],"['Punjabi Folk', ' Sugam']",Humnasheen,,,2014
Teri Talash,['Shreya Ghoshal'],['Deepak Pandit'],['Manoj Muntashir'],['Ghazal'],Humnasheen,,,2014
Shamma Jalti Rahi - Nazm,['Shreya Ghoshal'],['Deepak Pandit'],['Manoj Muntashir'],"['Sugam', ' Ghazal']",Humnasheen,,,2014
Kuchh Rishtey,['Shreya Ghoshal'],['Deepak Pandit'],['Ajay Jhingran'],['Ghazal'],Humnasheen,https://www.youtube.com/watch?v=c8T1ucXnvvQ,,2014
Saturday Saturday,"['Indeep Bakshi', ' Akriti Kakar', ' Badshaah']","['Badshaah', ' The Titans', ' Sharib - Toshi']","['Kumaar', ' Badshaah', ' Indeep Bakshi']","['Pop', ' Electronic']",Humpty Sharma Ki Dulhania,https://www.youtube.com/watch?v=OljkSVLIt6c,https://is2-ssl.mzstatic.com/image/thumb/Music114/v4/d0/9c/31/d09c317c-e23f-f80c-d562-a796ed4e73b7/source/200x200.jpg,2014
Main Tenu Samjhawan Ki,"['Arijit Singh', ' Shreya Ghoshal']","['Sharib - Toshi', ' Jawad Ahmad']","['Kumaar', ' Ahmad Anees']","['Filmi', ' Punjabi Folk', ' Sugam']",Humpty Sharma Ki Dulhania,https://www.youtube.com/watch?v=wO5j3lv_9Fs,https://is2-ssl.mzstatic.com/image/thumb/Music114/v4/d0/9c/31/d09c317c-e23f-f80c-d562-a796ed4e73b7/source/200x200.jpg,2014
Daingad Daingad,"['Udit Narayan', ' Akriti Kakar', ' Divya Kumar', ' Pratibha Baghel', ' Nihaarika Sinha', ' Deepali Sathe']",['Sachin - Jigar'],['Irshad Kamil'],"['Rajasthani Folk', ' Filmi']",Humpty Sharma Ki Dulhania,https://www.youtube.com/watch?v=wgyZZbEwt-I,https://is2-ssl.mzstatic.com/image/thumb/Music114/v4/d0/9c/31/d09c317c-e23f-f80c-d562-a796ed4e73b7/source/200x200.jpg,2014
Lucky Tu Lucky Me,"['Benny Dayal', ' Anushka Manchanda']",['Sachin - Jigar'],['Shashank Khaitan'],"['Pop', ' Filmi']",Humpty Sharma Ki Dulhania,https://www.youtube.com/watch?v=LwvU3DG9qrU,https://is2-ssl.mzstatic.com/image/thumb/Music114/v4/d0/9c/31/d09c317c-e23f-f80c-d562-a796ed4e73b7/source/200x200.jpg,2014
Emotional Fool,['Toshi Sabri'],['Sharib - Toshi'],['Kumaar'],"['Pop', ' Filmi']",Humpty Sharma Ki Dulhania,https://www.youtube.com/watch?v=iGDkUna1T7k,https://is2-ssl.mzstatic.com/image/thumb/Music114/v4/d0/9c/31/d09c317c-e23f-f80c-d562-a796ed4e73b7/source/200x200.jpg,2014
D Se Dance,"['Vishal Dadlani', ' Shalmali Kholgade', ' Anushka Manchanda']",['Sachin - Jigar'],['Irshad Kamil'],['Filmi'],Humpty Sharma Ki Dulhania,https://www.youtube.com/watch?v=M_GNL2Vp8MM,https://is2-ssl.mzstatic.com/image/thumb/Music114/v4/d0/9c/31/d09c317c-e23f-f80c-d562-a796ed4e73b7/source/200x200.jpg,2014
Main Tenu Samjhawan Ki (Unplugged),['Alia Bhatt'],"['Sharib - Toshi', ' Jawad Ahmad']","['Kumaar', ' Ahmad Anees']","['Filmi', ' Pop', ' Punjabi Folk']",Humpty Sharma Ki Dulhania,https://www.youtube.com/watch?v=EoCz3Vx1pXg,https://is2-ssl.mzstatic.com/image/thumb/Music114/v4/d0/9c/31/d09c317c-e23f-f80c-d562-a796ed4e73b7/source/200x200.jpg,2014
Saturday Saturday (Remix),"['Indeep Bakshi', ' Akriti Kakar', ' Badshaah']","['Badshaah', ' The Titans', ' Sharib - Toshi']","['Badshaah', ' Kumaar']","['Pop', ' Electronic']",Humpty Sharma Ki Dulhania,https://www.youtube.com/watch?v=TVn30qaXXiM,https://is2-ssl.mzstatic.com/image/thumb/Music114/v4/d0/9c/31/d09c317c-e23f-f80c-d562-a796ed4e73b7/source/200x200.jpg,2014
Caller Tune,"['Neeraj Shridhar', ' Neeti Mohan']",['Himesh Reshammiya'],['Sameer Anjaan'],['Filmi'],Humshakals,https://www.youtube.com/watch?v=8HnGpDTozTk,https://is3-ssl.mzstatic.com/image/thumb/Music114/v4/60/4b/08/604b0806-1ab6-2e58-22d5-3a56406d02da/8718857799238.png/200x200.jpg,2014
Piya Ke Bazaar Mein,"['Himesh Reshammiya', ' Shalmali Kholgade']",['Himesh Reshammiya'],['Shabbir Ahmed'],['Filmi'],Humshakals,https://www.youtube.com/watch?v=eg5ftU16dQM,https://is3-ssl.mzstatic.com/image/thumb/Music114/v4/60/4b/08/604b0806-1ab6-2e58-22d5-3a56406d02da/8718857799238.png/200x200.jpg,2014
Look Into My Eyes,"['Ash King', ' Neeti Mohan']",['Himesh Reshammiya'],['Sameer Anjaan'],"['Filmi', ' Pop']",Humshakals,https://www.youtube.com/watch?v=UTPdX4N2tHA,https://is3-ssl.mzstatic.com/image/thumb/Music114/v4/60/4b/08/604b0806-1ab6-2e58-22d5-3a56406d02da/8718857799238.png/200x200.jpg,2014
Barbaad Raat,"['Sanam Puri', ' Shalmali Kholgade']",['Himesh Reshammiya'],['Mayur Puri'],"['Filmi', ' Pop']",Humshakals,https://www.youtube.com/watch?v=X45mhA2C7aA,https://is3-ssl.mzstatic.com/image/thumb/Music114/v4/60/4b/08/604b0806-1ab6-2e58-22d5-3a56406d02da/8718857799238.png/200x200.jpg,2014
Hum Pagal Nahin Hai,['Himesh Reshammiya'],['Himesh Reshammiya'],['Mayur Puri'],['Filmi'],Humshakals,https://www.youtube.com/watch?v=MtuMPsHPrdY,https://is3-ssl.mzstatic.com/image/thumb/Music114/v4/60/4b/08/604b0806-1ab6-2e58-22d5-3a56406d02da/8718857799238.png/200x200.jpg,2014
Khol De Dil Ki Khidki,"['Mika Singh', ' Palak Muchhal']",['Himesh Reshammiya'],['Shabbir Ahmed'],['Filmi'],Humshakals,https://www.youtube.com/watch?v=QDDknKBeLdE,https://is3-ssl.mzstatic.com/image/thumb/Music114/v4/60/4b/08/604b0806-1ab6-2e58-22d5-3a56406d02da/8718857799238.png/200x200.jpg,2014
Humshakals Mash Up,"['Neeraj Shridhar', ' Neeti Mohan', ' Himesh Reshammiya', ' Shalmali Kholgade', ' Ash King', ' Sanam Puri', ' Mika Singh', ' Palak Muchhal']",['Himesh Reshammiya'],"['Shabbir Ahmed', ' Sameer Anjaan', ' Mayur Puri']","['Filmi', ' Pop']",Humshakals,https://www.youtube.com/watch?v=eWWlmvmbaVY,https://is3-ssl.mzstatic.com/image/thumb/Music114/v4/60/4b/08/604b0806-1ab6-2e58-22d5-3a56406d02da/8718857799238.png/200x200.jpg,2014
I Am The Only Sexy Lady,['Shivranjani Singh'],['Amjad - Nadeem'],['Alokik Rahi'],['Filmi'],I Am The Only Sexy Lady,https://www.youtube.com/watch?v=iqGLdvqR9Kw,,2014
I Can't Make You Love Me,['Priyanka Chopra'],"['Mike Reid', ' Allen Shamblin']",,"['Pop', ' Electronic']",I Can't Make You Love Me,https://www.youtube.com/watch?v=P4_fDMnpDls,https://is1-ssl.mzstatic.com/image/thumb/Music118/v4/f6/d7/cf/f6d7cf05-a202-0203-a012-f03aa2bdbec8/00602537814435.rgb.jpg/200x200.jpg,2014
Soona,['Suryaveer'],['Qazi Waseem Ahmed'],"['Qazi Waseem Ahmed', ' Iqbal Ashraf']",['Pop'],Identity Card - Ek Lifeline,https://www.youtube.com/watch?v=hZpU52-iaxw,https://is3-ssl.mzstatic.com/image/thumb/Music1/v4/fc/f6/9a/fcf69ab8-98b0-023f-fc77-f28cfc888da3/source/200x200.jpg,2014
Aye Subah,['Suryaveer'],['Varun Ahuja'],['Varun Ahuja'],['Pop'],Identity Card - Ek Lifeline,https://www.youtube.com/watch?v=fb2jhqWUkb4,https://is3-ssl.mzstatic.com/image/thumb/Music1/v4/fc/f6/9a/fcf69ab8-98b0-023f-fc77-f28cfc888da3/source/200x200.jpg,2014
Naam Hote Naa Pehchan,['Ainagha Phanse'],['Chitrshyam'],['Rahat Kazmi'],"['Sugam', ' Pop']",Identity Card - Ek Lifeline,https://www.youtube.com/watch?v=a_jF9YBbd7c,https://is3-ssl.mzstatic.com/image/thumb/Music1/v4/fc/f6/9a/fcf69ab8-98b0-023f-fc77-f28cfc888da3/source/200x200.jpg,2014
Sannata,['Shibani Kashyap'],"['Shoaib Farrukh', ' Farrukh Abid']",['Sabir Zafar'],[''],Identity Card - Ek Lifeline,,https://is3-ssl.mzstatic.com/image/thumb/Music1/v4/fc/f6/9a/fcf69ab8-98b0-023f-fc77-f28cfc888da3/source/200x200.jpg,2014
Chhodo Yeh Naadani,['Rajiv Sunderesan'],['Suresh Mendoza'],['Loy Chako'],"['Filmi', ' Pop']",Identity Card - Ek Lifeline,,https://is3-ssl.mzstatic.com/image/thumb/Music1/v4/fc/f6/9a/fcf69ab8-98b0-023f-fc77-f28cfc888da3/source/200x200.jpg,2014
